id,name,brand,categoryId,mpn,mpn_confidence
"gpu-asus-asus-dual-geforce-rtx-4090","ASUS Dual GeForce RTX 4090","ASUS","gpu","DUAL-RTX4090-O24G","high"
"gpu-asus-asus-rog-strix-geforce-rtx-5060","ASUS ROG Strix GeForce RTX 5060","ASUS","gpu","ROG-STRIX-RTX5060-O8G-GAMING","low"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5060","ASUS TUF Gaming GeForce RTX 5060","ASUS","gpu","TUF-RTX5060-O8G-GAMING","low"
"gpu-asus-asus-dual-geforce-rtx-5060","ASUS Dual GeForce RTX 5060","ASUS","gpu","DUAL-RTX5060-O8G","low"
"gpu-asus-asus-rog-strix-geforce-rtx-5060-ti-16gb","ASUS ROG Strix GeForce RTX 5060 Ti 16GB","ASUS","gpu","ROG-STRIX-RTX5060TI-O16G-GAMING","low"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5060-ti-16gb","ASUS TUF Gaming GeForce RTX 5060 Ti 16GB","ASUS","gpu","TUF-RTX5060TI-O16G-GAMING","low"
"gpu-asus-asus-dual-geforce-rtx-5060-ti-16gb","ASUS Dual GeForce RTX 5060 Ti 16GB","ASUS","gpu","DUAL-RTX5060TI-O16G","low"
"gpu-asus-asus-rog-strix-geforce-rtx-5070","ASUS ROG Strix GeForce RTX 5070","ASUS","gpu","ROG-STRIX-RTX5070-O12G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5070","ASUS TUF Gaming GeForce RTX 5070","ASUS","gpu","TUF-RTX5070-O12G-GAMING","medium"
"gpu-asus-asus-dual-geforce-rtx-5070","ASUS Dual GeForce RTX 5070","ASUS","gpu","DUAL-RTX5070-O12G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-5070-ti","ASUS ROG Strix GeForce RTX 5070 Ti","ASUS","gpu","ROG-STRIX-RTX5070TI-O16G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5070-ti","ASUS TUF Gaming GeForce RTX 5070 Ti","ASUS","gpu","TUF-RTX5070TI-O16G-GAMING","medium"
"gpu-asus-asus-dual-geforce-rtx-5070-ti","ASUS Dual GeForce RTX 5070 Ti","ASUS","gpu","DUAL-RTX5070TI-O16G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-5080","ASUS ROG Strix GeForce RTX 5080","ASUS","gpu","ROG-STRIX-RTX5080-O16G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5080","ASUS TUF Gaming GeForce RTX 5080","ASUS","gpu","TUF-RTX5080-O16G-GAMING","medium"
"gpu-asus-asus-dual-geforce-rtx-5080","ASUS Dual GeForce RTX 5080","ASUS","gpu","DUAL-RTX5080-O16G","medium"
"gpu-asus-asus-rog-strix-geforce-rtx-5090","ASUS ROG Strix GeForce RTX 5090","ASUS","gpu","ROG-STRIX-RTX5090-O32G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-geforce-rtx-5090","ASUS TUF Gaming GeForce RTX 5090","ASUS","gpu","TUF-RTX5090-O32G-GAMING","medium"
"gpu-asus-asus-dual-geforce-rtx-5090","ASUS Dual GeForce RTX 5090","ASUS","gpu","DUAL-RTX5090-O32G","low"
"gpu-asus-asus-tuf-gaming-radeon-rx-6600","ASUS TUF Gaming Radeon RX 6600","ASUS","gpu","TUF-RX6600-O8G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6600","ASUS Dual Radeon RX 6600","ASUS","gpu","DUAL-RX6600-8G","high"
"gpu-asus-asus-rog-strix-radeon-rx-6650-xt","ASUS ROG Strix Radeon RX 6650 XT","ASUS","gpu","ROG-STRIX-RX6650XT-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6650-xt","ASUS TUF Gaming Radeon RX 6650 XT","ASUS","gpu","TUF-RX6650XT-O8G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6650-xt","ASUS Dual Radeon RX 6650 XT","ASUS","gpu","DUAL-RX6650XT-O8G","high"
"gpu-asus-asus-rog-strix-radeon-rx-6700-xt","ASUS ROG Strix Radeon RX 6700 XT","ASUS","gpu","ROG-STRIX-RX6700XT-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6700-xt","ASUS TUF Gaming Radeon RX 6700 XT","ASUS","gpu","TUF-RX6700XT-O12G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6700-xt","ASUS Dual Radeon RX 6700 XT","ASUS","gpu","DUAL-RX6700XT-O12G","high"
"gpu-asus-asus-rog-strix-radeon-rx-6750-xt","ASUS ROG Strix Radeon RX 6750 XT","ASUS","gpu","ROG-STRIX-RX6750XT-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6750-xt","ASUS TUF Gaming Radeon RX 6750 XT","ASUS","gpu","TUF-RX6750XT-O12G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6750-xt","ASUS Dual Radeon RX 6750 XT","ASUS","gpu","DUAL-RX6750XT-O12G","high"
"gpu-asus-asus-rog-strix-radeon-rx-6800","ASUS ROG Strix Radeon RX 6800","ASUS","gpu","ROG-STRIX-RX6800-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6800","ASUS TUF Gaming Radeon RX 6800","ASUS","gpu","TUF-RX6800-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6800","ASUS Dual Radeon RX 6800","ASUS","gpu","DUAL-RX6800-16G","medium"
"gpu-asus-asus-rog-strix-radeon-rx-6800-xt","ASUS ROG Strix Radeon RX 6800 XT","ASUS","gpu","ROG-STRIX-RX6800XT-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6800-xt","ASUS TUF Gaming Radeon RX 6800 XT","ASUS","gpu","TUF-RX6800XT-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6800-xt","ASUS Dual Radeon RX 6800 XT","ASUS","gpu","DUAL-RX6800XT-O16G","medium"
"gpu-asus-asus-rog-strix-radeon-rx-6900-xt","ASUS ROG Strix Radeon RX 6900 XT","ASUS","gpu","ROG-STRIX-RX6900XT-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6900-xt","ASUS TUF Gaming Radeon RX 6900 XT","ASUS","gpu","TUF-RX6900XT-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6900-xt","ASUS Dual Radeon RX 6900 XT","ASUS","gpu","DUAL-RX6900XT-O16G","low"
"gpu-asus-asus-rog-strix-radeon-rx-6950-xt","ASUS ROG Strix Radeon RX 6950 XT","ASUS","gpu","ROG-STRIX-RX6950XT-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-6950-xt","ASUS TUF Gaming Radeon RX 6950 XT","ASUS","gpu","TUF-RX6950XT-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-6950-xt","ASUS Dual Radeon RX 6950 XT","ASUS","gpu","DUAL-RX6950XT-O16G","high"
"gpu-asus-asus-rog-strix-radeon-rx-7600","ASUS ROG Strix Radeon RX 7600","ASUS","gpu","ROG-STRIX-RX7600-O8G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7600","ASUS TUF Gaming Radeon RX 7600","ASUS","gpu","TUF-RX7600-O8G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7600","ASUS Dual Radeon RX 7600","ASUS","gpu","DUAL-RX7600-8G","high"
"gpu-asus-asus-rog-strix-radeon-rx-7600-xt","ASUS ROG Strix Radeon RX 7600 XT","ASUS","gpu","ROG-STRIX-RX7600XT-O16G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-radeon-rx-7600-xt","ASUS TUF Gaming Radeon RX 7600 XT","ASUS","gpu","TUF-RX7600XT-O16G-GAMING","medium"
"gpu-asus-asus-dual-radeon-rx-7600-xt","ASUS Dual Radeon RX 7600 XT","ASUS","gpu","DUAL-RX7600XT-16G","medium"
"gpu-asus-asus-rog-strix-radeon-rx-7700-xt","ASUS ROG Strix Radeon RX 7700 XT","ASUS","gpu","ROG-STRIX-RX7700XT-O12G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7700-xt","ASUS TUF Gaming Radeon RX 7700 XT","ASUS","gpu","TUF-RX7700XT-O12G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7700-xt","ASUS Dual Radeon RX 7700 XT","ASUS","gpu","DUAL-RX7700XT-O12G","high"
"gpu-asus-asus-rog-strix-radeon-rx-7800-xt","ASUS ROG Strix Radeon RX 7800 XT","ASUS","gpu","ROG-STRIX-RX7800XT-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7800-xt","ASUS TUF Gaming Radeon RX 7800 XT","ASUS","gpu","TUF-RX7800XT-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7800-xt","ASUS Dual Radeon RX 7800 XT","ASUS","gpu","DUAL-RX7800XT-O16G","high"
"gpu-asus-asus-rog-strix-radeon-rx-7900-gre","ASUS ROG Strix Radeon RX 7900 GRE","ASUS","gpu","ROG-STRIX-RX7900GRE-O16G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7900-gre","ASUS TUF Gaming Radeon RX 7900 GRE","ASUS","gpu","TUF-RX7900GRE-O16G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7900-gre","ASUS Dual Radeon RX 7900 GRE","ASUS","gpu","DUAL-RX7900GRE-O16G","high"
"gpu-asus-asus-rog-strix-radeon-rx-7900-xt","ASUS ROG Strix Radeon RX 7900 XT","ASUS","gpu","ROG-STRIX-RX7900XT-O20G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7900-xt","ASUS TUF Gaming Radeon RX 7900 XT","ASUS","gpu","TUF-RX7900XT-O20G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7900-xt","ASUS Dual Radeon RX 7900 XT","ASUS","gpu","DUAL-RX7900XT-O20G","medium"
"gpu-asus-asus-rog-strix-radeon-rx-7900-xtx","ASUS ROG Strix Radeon RX 7900 XTX","ASUS","gpu","ROG-STRIX-RX7900XTX-O24G-GAMING","high"
"gpu-asus-asus-tuf-gaming-radeon-rx-7900-xtx","ASUS TUF Gaming Radeon RX 7900 XTX","ASUS","gpu","TUF-RX7900XTX-O24G-GAMING","high"
"gpu-asus-asus-dual-radeon-rx-7900-xtx","ASUS Dual Radeon RX 7900 XTX","ASUS","gpu","DUAL-RX7900XTX-O24G","high"
"gpu-asus-asus-rog-strix-radeon-rx-9060-xt","ASUS ROG Strix Radeon RX 9060 XT","ASUS","gpu","ROG-STRIX-RX9060XT-O16G-GAMING","low"
"gpu-asus-asus-tuf-gaming-radeon-rx-9060-xt","ASUS TUF Gaming Radeon RX 9060 XT","ASUS","gpu","TUF-RX9060XT-O16G-GAMING","low"
"gpu-asus-asus-dual-radeon-rx-9060-xt","ASUS Dual Radeon RX 9060 XT","ASUS","gpu","DUAL-RX9060XT-O16G","low"
"gpu-asus-asus-rog-strix-radeon-rx-9070","ASUS ROG Strix Radeon RX 9070","ASUS","gpu","ROG-STRIX-RX9070-O16G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-radeon-rx-9070","ASUS TUF Gaming Radeon RX 9070","ASUS","gpu","TUF-RX9070-O16G-GAMING","medium"
"gpu-asus-asus-dual-radeon-rx-9070","ASUS Dual Radeon RX 9070","ASUS","gpu","DUAL-RX9070-O16G","medium"
"gpu-asus-asus-rog-strix-radeon-rx-9070-xt","ASUS ROG Strix Radeon RX 9070 XT","ASUS","gpu","ROG-STRIX-RX9070XT-O16G-GAMING","medium"
"gpu-asus-asus-tuf-gaming-radeon-rx-9070-xt","ASUS TUF Gaming Radeon RX 9070 XT","ASUS","gpu","TUF-RX9070XT-O16G-GAMING","medium"
"gpu-asus-asus-dual-radeon-rx-9070-xt","ASUS Dual Radeon RX 9070 XT","ASUS","gpu","DUAL-RX9070XT-O16G","medium"
"gpu-msi-msi-geforce-rtx-3050-ventus-2x","MSI GeForce RTX 3050 VENTUS 2X","MSI","gpu","RTX 3050 VENTUS 2X 8G OC","medium"
"gpu-msi-msi-geforce-rtx-3050-shadow","MSI GeForce RTX 3050 SHADOW","MSI","gpu","RTX 3050 SHADOW 8G","medium"
"gpu-msi-msi-geforce-rtx-3060-suprim-x","MSI GeForce RTX 3060 SUPRIM X","MSI","gpu","RTX 3060 SUPRIM X 12G","medium"
"gpu-msi-msi-geforce-rtx-3060-gaming-x-trio","MSI GeForce RTX 3060 GAMING X TRIO","MSI","gpu","RTX 3060 GAMING X TRIO 12G","high"
"gpu-msi-msi-geforce-rtx-3060-ventus-2x","MSI GeForce RTX 3060 VENTUS 2X","MSI","gpu","RTX 3060 VENTUS 2X 12G OC","medium"
"gpu-msi-msi-geforce-rtx-3060-ti-suprim-x","MSI GeForce RTX 3060 Ti SUPRIM X","MSI","gpu","RTX 3060 Ti SUPRIM X 8G LHR","medium"
"gpu-msi-msi-geforce-rtx-3060-ti-gaming-x-trio","MSI GeForce RTX 3060 Ti GAMING X TRIO","MSI","gpu","RTX 3060 Ti GAMING X TRIO 8G","high"
"gpu-msi-msi-geforce-rtx-3060-ti-ventus-2x","MSI GeForce RTX 3060 Ti VENTUS 2X","MSI","gpu","RTX 3060 Ti VENTUS 2X 8G OC LHR","medium"
"gpu-msi-msi-geforce-rtx-3070-suprim-x","MSI GeForce RTX 3070 SUPRIM X","MSI","gpu","RTX 3070 SUPRIM X 8G","high"
"gpu-msi-msi-geforce-rtx-3070-gaming-x-trio","MSI GeForce RTX 3070 GAMING X TRIO","MSI","gpu","RTX 3070 GAMING X TRIO 8G","high"
"gpu-msi-msi-geforce-rtx-3070-ventus-2x","MSI GeForce RTX 3070 VENTUS 2X","MSI","gpu","RTX 3070 VENTUS 2X 8G OC","medium"
"gpu-msi-msi-geforce-rtx-3070-ti-suprim-x","MSI GeForce RTX 3070 Ti SUPRIM X","MSI","gpu","RTX 3070 Ti SUPRIM X 8G","high"
"gpu-msi-msi-geforce-rtx-3070-ti-gaming-x-trio","MSI GeForce RTX 3070 Ti GAMING X TRIO","MSI","gpu","RTX 3070 Ti GAMING X TRIO 8G","high"
"gpu-msi-msi-geforce-rtx-3070-ti-ventus-2x","MSI GeForce RTX 3070 Ti VENTUS 2X","MSI","gpu","RTX 3070 Ti VENTUS 2X 8G OC","medium"
"gpu-msi-msi-geforce-rtx-3080-suprim-x","MSI GeForce RTX 3080 SUPRIM X","MSI","gpu","RTX 3080 SUPRIM X 10G","medium"
"gpu-msi-msi-geforce-rtx-3080-gaming-x-trio","MSI GeForce RTX 3080 GAMING X TRIO","MSI","gpu","RTX 3080 GAMING X TRIO 10G","high"
"gpu-msi-msi-geforce-rtx-3080-ventus-2x","MSI GeForce RTX 3080 VENTUS 2X","MSI","gpu","RTX 3080 VENTUS 2X 10G OC","medium"
"gpu-msi-msi-geforce-rtx-3080-ti-suprim-x","MSI GeForce RTX 3080 Ti SUPRIM X","MSI","gpu","RTX 3080 Ti SUPRIM X 12G","high"
"gpu-msi-msi-geforce-rtx-3080-ti-gaming-x-trio","MSI GeForce RTX 3080 Ti GAMING X TRIO","MSI","gpu","RTX 3080 Ti GAMING X TRIO 12G","high"
"gpu-msi-msi-geforce-rtx-3080-ti-ventus-2x","MSI GeForce RTX 3080 Ti VENTUS 2X","MSI","gpu","RTX 3080 Ti VENTUS 2X 12G","high"
"gpu-msi-msi-geforce-rtx-3090-suprim-x","MSI GeForce RTX 3090 SUPRIM X","MSI","gpu","RTX 3090 SUPRIM X 24G","high"
"gpu-msi-msi-geforce-rtx-3090-gaming-x-trio","MSI GeForce RTX 3090 GAMING X TRIO","MSI","gpu","RTX 3090 GAMING X TRIO 24G","high"
"gpu-msi-msi-geforce-rtx-3090-ventus-2x","MSI GeForce RTX 3090 VENTUS 2X","MSI","gpu","RTX 3090 VENTUS 2X 24G","high"
"gpu-msi-msi-geforce-rtx-3090-ti-suprim-x","MSI GeForce RTX 3090 Ti SUPRIM X","MSI","gpu","RTX 3090 Ti SUPRIM X 24G","high"
"gpu-msi-msi-geforce-rtx-3090-ti-gaming-x-trio","MSI GeForce RTX 3090 Ti GAMING X TRIO","MSI","gpu","RTX 3090 Ti GAMING X TRIO 24G","high"
"gpu-msi-msi-geforce-rtx-3090-ti-ventus-2x","MSI GeForce RTX 3090 Ti VENTUS 2X","MSI","gpu","RTX 3090 Ti VENTUS 2X 24G","medium"
"gpu-msi-msi-geforce-rtx-4060-suprim-x","MSI GeForce RTX 4060 SUPRIM X","MSI","gpu","RTX 4060 SUPRIM X 8G","high"
"gpu-msi-msi-geforce-rtx-4060-gaming-x-trio","MSI GeForce RTX 4060 GAMING X TRIO","MSI","gpu","RTX 4060 GAMING X TRIO 8G","high"
"gpu-msi-msi-geforce-rtx-4060-ventus-2x","MSI GeForce RTX 4060 VENTUS 2X","MSI","gpu","RTX 4060 VENTUS 2X 8G OC","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-8gb-suprim-x","MSI GeForce RTX 4060 Ti 8GB SUPRIM X","MSI","gpu","RTX 4060 Ti 8G SUPRIM X","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-8gb-gaming-x-trio","MSI GeForce RTX 4060 Ti 8GB GAMING X TRIO","MSI","gpu","RTX 4060 Ti 8G GAMING X TRIO","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-8gb-ventus-2x","MSI GeForce RTX 4060 Ti 8GB VENTUS 2X","MSI","gpu","RTX 4060 Ti 8G VENTUS 2X OC","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-16gb-suprim-x","MSI GeForce RTX 4060 Ti 16GB SUPRIM X","MSI","gpu","RTX 4060 Ti 16G SUPRIM X","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-16gb-gaming-x-trio","MSI GeForce RTX 4060 Ti 16GB GAMING X TRIO","MSI","gpu","RTX 4060 Ti 16G GAMING X TRIO","medium"
"gpu-msi-msi-geforce-rtx-4060-ti-16gb-ventus-2x","MSI GeForce RTX 4060 Ti 16GB VENTUS 2X","MSI","gpu","RTX 4060 Ti 16G VENTUS 2X OC","medium"
"gpu-msi-msi-geforce-rtx-4070-suprim-x","MSI GeForce RTX 4070 SUPRIM X","MSI","gpu","RTX 4070 12G SUPRIM X","medium"
"gpu-msi-msi-geforce-rtx-4070-gaming-x-trio","MSI GeForce RTX 4070 GAMING X TRIO","MSI","gpu","RTX 4070 12G GAMING X TRIO","medium"
"gpu-msi-msi-geforce-rtx-4070-ventus-2x","MSI GeForce RTX 4070 VENTUS 2X","MSI","gpu","RTX 4070 12G VENTUS 2X OC","medium"
"gpu-msi-msi-geforce-rtx-4070-super-suprim-x","MSI GeForce RTX 4070 SUPER SUPRIM X","MSI","gpu","RTX 4070 SUPER 12G SUPRIM X","high"
"gpu-msi-msi-geforce-rtx-4070-super-gaming-x-trio","MSI GeForce RTX 4070 SUPER GAMING X TRIO","MSI","gpu","RTX 4070 SUPER 12G GAMING X TRIO","high"
"gpu-msi-msi-geforce-rtx-4070-super-ventus-2x","MSI GeForce RTX 4070 SUPER VENTUS 2X","MSI","gpu","RTX 4070 SUPER 12G VENTUS 2X","high"
"gpu-msi-msi-geforce-rtx-4070-ti-super-suprim-x","MSI GeForce RTX 4070 Ti SUPER SUPRIM X","MSI","gpu","RTX 4070 Ti SUPER 16G SUPRIM X","high"
"gpu-msi-msi-geforce-rtx-4070-ti-super-gaming-x-trio","MSI GeForce RTX 4070 Ti SUPER GAMING X TRIO","MSI","gpu","RTX 4070 Ti SUPER 16G GAMING X TRIO","high"
"gpu-msi-msi-geforce-rtx-4070-ti-super-ventus-2x","MSI GeForce RTX 4070 Ti SUPER VENTUS 2X","MSI","gpu","RTX 4070 Ti SUPER 16G VENTUS 2X","high"
"gpu-msi-msi-geforce-rtx-4080-super-suprim-x","MSI GeForce RTX 4080 SUPER SUPRIM X","MSI","gpu","RTX 4080 SUPER 16G SUPRIM X","high"
"gpu-msi-msi-geforce-rtx-4080-super-gaming-x-trio","MSI GeForce RTX 4080 SUPER GAMING X TRIO","MSI","gpu","RTX 4080 SUPER 16G GAMING X TRIO","high"
"gpu-msi-msi-geforce-rtx-4080-super-ventus-2x","MSI GeForce RTX 4080 SUPER VENTUS 2X","MSI","gpu","RTX 4080 SUPER 16G VENTUS 2X","medium"
"gpu-msi-msi-geforce-rtx-4090-suprim-x","MSI GeForce RTX 4090 SUPRIM X","MSI","gpu","RTX 4090 24G SUPRIM X","high"
"gpu-msi-msi-geforce-rtx-4090-gaming-x-trio","MSI GeForce RTX 4090 GAMING X TRIO","MSI","gpu","RTX 4090 GAMING X TRIO 24G","high"
"gpu-msi-msi-geforce-rtx-4090-ventus-2x","MSI GeForce RTX 4090 VENTUS 2X","MSI","gpu","RTX 4090 VENTUS 3X 24G OC","medium"
"gpu-msi-msi-geforce-rtx-5060-suprim-x","MSI GeForce RTX 5060 SUPRIM X","MSI","gpu","RTX 5060 SUPRIM X 8G","medium"
"gpu-msi-msi-geforce-rtx-5060-gaming-x-trio","MSI GeForce RTX 5060 GAMING X TRIO","MSI","gpu","RTX 5060 GAMING X TRIO 8G","medium"
"gpu-msi-msi-geforce-rtx-5060-ventus-2x","MSI GeForce RTX 5060 VENTUS 2X","MSI","gpu","RTX 5060 VENTUS 2X 8G","medium"
"gpu-msi-msi-geforce-rtx-5060-ti-16gb-suprim-x","MSI GeForce RTX 5060 Ti 16GB SUPRIM X","MSI","gpu","RTX 5060 Ti SUPRIM X 16G","medium"
"gpu-msi-msi-geforce-rtx-5060-ti-16gb-gaming-x-trio","MSI GeForce RTX 5060 Ti 16GB GAMING X TRIO","MSI","gpu","RTX 5060 Ti GAMING X TRIO 16G","medium"
"gpu-msi-msi-geforce-rtx-5060-ti-16gb-ventus-2x","MSI GeForce RTX 5060 Ti 16GB VENTUS 2X","MSI","gpu","RTX 5060 Ti VENTUS 2X 16G","medium"
"gpu-msi-msi-geforce-rtx-5070-suprim-x","MSI GeForce RTX 5070 SUPRIM X","MSI","gpu","RTX 5070 SUPRIM X 12G","medium"
"gpu-msi-msi-geforce-rtx-5070-gaming-x-trio","MSI GeForce RTX 5070 GAMING X TRIO","MSI","gpu","RTX 5070 GAMING X TRIO 12G","medium"
"gpu-msi-msi-geforce-rtx-5070-ventus-2x","MSI GeForce RTX 5070 VENTUS 2X","MSI","gpu","RTX 5070 VENTUS 2X 12G","low"
"gpu-msi-msi-geforce-rtx-5070-ti-suprim-x","MSI GeForce RTX 5070 Ti SUPRIM X","MSI","gpu","RTX 5070 Ti SUPRIM X 16G","low"
"gpu-msi-msi-geforce-rtx-5070-ti-gaming-x-trio","MSI GeForce RTX 5070 Ti GAMING X TRIO","MSI","gpu","RTX 5070 Ti GAMING X TRIO 16G","low"
"gpu-msi-msi-geforce-rtx-5070-ti-ventus-2x","MSI GeForce RTX 5070 Ti VENTUS 2X","MSI","gpu","RTX 5070 Ti VENTUS 2X 16G","low"
"gpu-msi-msi-geforce-rtx-5080-suprim-x","MSI GeForce RTX 5080 SUPRIM X","MSI","gpu","RTX 5080 SUPRIM X 16G","low"
"gpu-msi-msi-geforce-rtx-5080-gaming-x-trio","MSI GeForce RTX 5080 GAMING X TRIO","MSI","gpu","RTX 5080 GAMING X TRIO 16G","low"
"gpu-msi-msi-geforce-rtx-5080-ventus-2x","MSI GeForce RTX 5080 VENTUS 2X","MSI","gpu","RTX 5080 VENTUS 2X 16G","low"
"gpu-msi-msi-geforce-rtx-5090-suprim-x","MSI GeForce RTX 5090 SUPRIM X","MSI","gpu","RTX 5090 SUPRIM X 32G","low"
"gpu-msi-msi-geforce-rtx-5090-gaming-x-trio","MSI GeForce RTX 5090 GAMING X TRIO","MSI","gpu","RTX 5090 GAMING X TRIO 32G","low"
"gpu-msi-msi-geforce-rtx-5090-ventus-2x","MSI GeForce RTX 5090 VENTUS 2X","MSI","gpu","RTX 5090 VENTUS 2X 32G","low"
"gpu-msi-msi-radeon-rx-6600-ventus-2x","MSI Radeon RX 6600 VENTUS 2X","MSI","gpu","RX 6600 VENTUS 2X 8G","high"
"gpu-msi-msi-radeon-rx-6600-shadow","MSI Radeon RX 6600 SHADOW","MSI","gpu","RX 6600 SHADOW 8G","medium"
"gpu-msi-msi-radeon-rx-6650-xt-suprim-x","MSI Radeon RX 6650 XT SUPRIM X","MSI","gpu","RX 6650 XT SUPRIM X 8G","high"
"gpu-msi-msi-radeon-rx-6650-xt-gaming-x-trio","MSI Radeon RX 6650 XT GAMING X TRIO","MSI","gpu","RX 6650 XT GAMING X TRIO 8G","high"
"gpu-msi-msi-radeon-rx-6650-xt-ventus-2x","MSI Radeon RX 6650 XT VENTUS 2X","MSI","gpu","RX 6650 XT VENTUS 2X 8G","high"
"gpu-msi-msi-radeon-rx-6700-xt-suprim-x","MSI Radeon RX 6700 XT SUPRIM X","MSI","gpu","RX 6700 XT SUPRIM X 12G","high"
"gpu-msi-msi-radeon-rx-6700-xt-gaming-x-trio","MSI Radeon RX 6700 XT GAMING X TRIO","MSI","gpu","RX 6700 XT GAMING X TRIO 12G","high"
"gpu-msi-msi-radeon-rx-6700-xt-ventus-2x","MSI Radeon RX 6700 XT VENTUS 2X","MSI","gpu","RX 6700 XT VENTUS 2X 12G","high"
"gpu-msi-msi-radeon-rx-6750-xt-suprim-x","MSI Radeon RX 6750 XT SUPRIM X","MSI","gpu","RX 6750 XT SUPRIM X 12G","high"
"gpu-msi-msi-radeon-rx-6750-xt-gaming-x-trio","MSI Radeon RX 6750 XT GAMING X TRIO","MSI","gpu","RX 6750 XT GAMING X TRIO 12G","high"
"gpu-msi-msi-radeon-rx-6750-xt-ventus-2x","MSI Radeon RX 6750 XT VENTUS 2X","MSI","gpu","RX 6750 XT VENTUS 2X 12G","medium"
"gpu-msi-msi-radeon-rx-6800-suprim-x","MSI Radeon RX 6800 SUPRIM X","MSI","gpu","RX 6800 SUPRIM X 16G","medium"
"gpu-msi-msi-radeon-rx-6800-gaming-x-trio","MSI Radeon RX 6800 GAMING X TRIO","MSI","gpu","RX 6800 GAMING X TRIO 16G","medium"
"gpu-msi-msi-radeon-rx-6800-ventus-2x","MSI Radeon RX 6800 VENTUS 2X","MSI","gpu","RX 6800 VENTUS 2X 16G OC","medium"
"gpu-msi-msi-radeon-rx-6800-xt-suprim-x","MSI Radeon RX 6800 XT SUPRIM X","MSI","gpu","RX 6800 XT SUPRIM X 16G","medium"
"gpu-msi-msi-radeon-rx-6800-xt-gaming-x-trio","MSI Radeon RX 6800 XT GAMING X TRIO","MSI","gpu","RX 6800 XT GAMING X TRIO 16G","medium"
"gpu-msi-msi-radeon-rx-6800-xt-ventus-2x","MSI Radeon RX 6800 XT VENTUS 2X","MSI","gpu","RX 6800 XT VENTUS 2X 16G OC","medium"
"gpu-msi-msi-radeon-rx-6900-xt-suprim-x","MSI Radeon RX 6900 XT SUPRIM X","MSI","gpu","RX 6900 XT SUPRIM X 16G","medium"
"gpu-msi-msi-radeon-rx-6900-xt-gaming-x-trio","MSI Radeon RX 6900 XT GAMING X TRIO","MSI","gpu","RX 6900 XT GAMING X TRIO 16G","medium"
"gpu-msi-msi-radeon-rx-6900-xt-ventus-2x","MSI Radeon RX 6900 XT VENTUS 2X","MSI","gpu","RX 6900 XT VENTUS 2X 16G OC","low"
"gpu-msi-msi-radeon-rx-6950-xt-suprim-x","MSI Radeon RX 6950 XT SUPRIM X","MSI","gpu","RX 6950 XT SUPRIM X 16G","high"
"gpu-msi-msi-radeon-rx-6950-xt-gaming-x-trio","MSI Radeon RX 6950 XT GAMING X TRIO","MSI","gpu","RX 6950 XT GAMING X TRIO 16G","high"
